Time1	Simulation1
182	2.95611
183	3.38647
184	2.59496
185	3.22405
186	2.4375
187	2.87505
188	3.03252
189	2.44257
190	2.81779
191	3.50184
192	2.6818
193	2.98077
194	3.1213
195	2.96836
196	1.88495
197	3.18518
198	2.61406
199	3.03411
200	2.33835
201	2.5304
202	2.97478
203	2.55695
204	2.87305
205	2.14405
206	2.97794
207	3.3483
208	2.29598
209	2.80644
210	2.62977
211	2.50989
212	2.93404
213	2.51409
214	3.0185
215	2.27297
216	2.6457
217	2.26536
218	2.28312
219	2.65828
220	2.86669
221	2.99185
222	2.15924
223	2.85603
224	2.87187
225	2.72792
226	3.12163
227	3.00935
228	2.715
229	2.81671
230	2.28928
231	2.79325
232	2.32955
233	2.56406
234	2.64687
235	2.35155
236	2.82114
237	2.71237
238	2.01604
239	2.74921
240	1.92969
241	2.90104
242	2.56074
243	2.96567
244	2.74021
245	2.47503
246	1.92961
247	2.28469
248	2.16365
249	2.967
250	2.89678
251	2.45961
252	3.11242
253	3.13962
254	2.65457
255	2.92098
256	2.28516
257	2.65986
258	2.36089
259	2.80749
260	2.69826
261	2.3014
262	2.78145
263	2.63688
264	2.99612
265	2.31748
266	2.66857
267	2.32202
268	2.63902
269	3.03166
270	2.77315
271	1.62153
272	2.00494
273	2.29385
274	2.66575
275	2.52797
276	2.53266
277	2.35377
278	2.36349
279	1.85169
280	2.56913
281	2.55498
282	2.64156
283	2.23687
284	3.02337
285	3.06711
286	2.52409
287	2.50847
288	2.61711
289	2.88937
290	2.91739
291	2.32069
292	2.29694
293	2.43014
294	2.17734
295	2.34684
296	2.47563
297	2.38452
298	2.42643
299	2.40839
300	2.11047
301	2.40032
302	2.33902
303	2.66527
304	1.68087
305	2.32941
306	2.79374
307	2.37521
308	2.30805
309	2.5053
310	2.27026
311	1.69271
312	2.4685
313	1.7377
314	2.19199
315	2.8788
316	2.2371
317	2.43768
318	2.06598
319	2.15954
320	1.65592
321	1.75566
322	2.65384
323	2.61316
324	2.87624
325	2.44964
326	2.47862
327	2.19777
328	2.09513
329	1.65769
330	2.97896
331	2.35402
332	2.56434
333	2.52327
334	2.03031
335	1.55617
336	1.88376
337	2.86448
338	1.8464
339	2.75579
340	2.28473
341	1.8992
342	2.65153
343	1.92378
344	2.10123
345	1.9065
346	2.16067
347	2.50411
348	2.38919
349	2.43113
350	2.34406
351	1.903
352	2.89336
353	1.86779
354	2.70687
355	2.48023
356	2.68448
357	2.25321
358	1.46664
359	2.95538
360	2.26115
361	2.39141
362	1.75223
363	2.04549
364	2.54968
365	1.96984
366	2.52225
367	1.98884
368	2.36695
369	2.83768
370	2.21419
371	1.65665
372	2.31127
373	1.84796
374	1.96753
375	2.75458
376	2.38384
377	1.97799
378	2.21152
379	1.43647
380	2.5987
381	2.55413
382	2.80188
383	3.36039
384	3.01086
385	2.72326
386	2.87331
387	2.95687
388	3.40931
389	3.49947
390	3.47467
391	3.10608
392	3.33527
393	3.30351
394	3.63759
395	2.72851
396	3.57869
397	3.25938
398	3.4432
399	3.704
400	2.65627
401	3.36193
402	3.50803
403	3.72561
404	3.0278
405	3.19002
406	3.59492
407	3.69915
408	2.86647
409	3.7593
410	3.39116
411	3.75853
412	4.33314
413	3.59401
414	4.04052
415	3.73609
416	3.84043
417	3.99595
418	3.99951
419	3.56857
420	4.64292
421	4.03751
422	4.74708
423	4.23346
424	4.58115
425	4.14029
426	3.73446
427	4.18009
428	4.40055
429	4.15271
430	4.51964
431	3.77847
432	4.114
433	4.41716
434	4.55918
435	4.72261
436	4.37791
437	4.71908
438	4.4807
439	4.3787
440	4.77399
441	4.62991
442	4.74842
443	4.97257
444	4.55788
445	4.32375
446	4.72579
447	4.48637
448	4.68008
449	4.83099
450	5.17926
451	4.49158
452	4.97946
453	5.61693
454	5.13034
455	5.01976
456	4.51173
457	5.71146
458	5.65348
459	6.17186
460	5.38352
461	4.97609
462	5.34645
463	4.41865
464	5.07739
465	5.47904
466	5.02079
467	5.44728
468	5.69116
469	5.47876
470	4.94141
471	5.54547
472	4.84439
473	6.12654
474	4.85588
475	5.384
476	4.90005
477	5.4469
478	5.70392
479	5.55616
480	5.39544
481	6.77876
482	5.64882
483	6.06435
484	6.18976
485	5.59619
486	6.03885
487	5.55038
488	6.00147
489	5.66745
490	5.68259
491	5.78922
492	5.92235
493	5.64009
494	6.59288
495	5.39912
496	5.75088
497	5.83898
498	5.32834
499	6.44525
500	5.96211
501	5.83289
502	6.3203
503	6.51833
504	5.7003
505	5.61027
506	6.66948
507	6.58146
508	6.55229
509	6.45902
510	5.78671
511	6.36246
512	6.2892
513	6.44461
514	6.37937
515	6.47405
516	6.50187
517	6.77434
518	6.31542
519	6.47747
520	5.91533
521	6.30838
522	6.67049
523	7.14833
524	7.30654
525	6.29168
526	5.94404
527	6.46387
528	6.65976
529	7.26802
530	7.17894
531	6.12918
532	7.16881
533	6.40886
534	6.8295
535	6.92837
536	7.25652
537	6.6364
538	6.7776
539	6.52998
540	6.7525
541	6.40799
542	6.28359
543	6.73329
544	6.37383
545	6.89289
546	6.97448
547	7.09062
548	7.0022
549	7.34539
550	7.46678
551	7.53758
552	7.76732
553	7.37416
554	7.12791
555	7.25133
556	6.76267
557	7.48391
558	7.28907
559	7.18181
560	7.30063
561	6.69424
562	5.94509
563	7.18077
564	6.05153
565	6.48286
566	6.41384
567	6.29435
568	6.35269
569	7.03548
570	6.1042
571	6.46773
572	6.40726
573	6.2175
574	5.96387
575	6.09061
576	5.7409
577	6.33304
578	6.33841
579	6.42817
580	5.70956
581	6.12145
582	6.30108
583	6.59541
584	6.288
585	6.35859
586	6.51586
587	5.57258
588	6.5011
589	6.466
590	5.51577
591	6.39186
592	6.14012
593	6.4315
594	6.40471
595	6.59499
596	6.92582
597	6.26891
598	6.03783
599	6.02095
600	5.80315
601	6.14407
602	5.78062
603	6.50076
604	6.59839
605	6.23372
606	6.05371
607	5.98113
608	6.46084
609	5.49909
610	6.26316
611	6.33757
612	5.94211
613	6.10572
614	5.331
615	5.98724
616	5.76773
617	5.58274
618	5.33872
619	6.3895
620	5.68825
621	6.52266
622	5.91448
623	5.65287
624	5.49233
625	5.72451
626	5.88725
627	5.42121
628	6.62186
629	6.21592
630	5.91019
631	5.70833
632	6.07348
633	5.82116
634	6.31994
635	5.5234
636	5.25332
637	5.58407
638	5.86084
639	6.16842
640	5.65111
641	5.52779
642	6.16059
643	5.62302
644	5.73173
645	5.63248
646	6.03728
647	6.3262
648	5.57476
649	5.62181
650	4.88735
651	5.51936
652	5.73028
653	6.13279
654	5.70483
655	6.00039
656	5.75152
657	6.03604
658	4.95344
659	5.03875
660	5.61117
661	5.78322
662	5.95939
663	5.54305
664	5.52035
665	6.10794
666	4.98891
667	5.89174
668	5.68358
669	5.78908
670	6.05917
671	5.85357
672	5.2323
673	5.25698
674	5.25511
675	5.81851
676	4.8662
677	5.17408
678	5.41249
679	5.64589
680	5.69186
681	5.80329
682	4.86276
683	5.48473
684	4.9469
685	5.79747
686	4.95179
687	5.3838
688	5.10177
689	5.52157
690	5.16686
691	5.68372
692	5.25679
693	5.09205
694	5.08519
695	5.28773
696	4.68126
697	4.96034
698	5.52486
699	5.07559
700	5.00553
701	5.42176
702	4.94774
703	5.19211
704	5.18898
705	5.05389
706	5.22715
707	5.16531
708	5.13722
709	4.84225
710	5.12466
711	5.06336
712	5.02528
713	5.7709
714	4.74882
715	4.63166
716	4.88227
717	5.44067
718	5.55882
719	5.58271
720	4.71902
721	4.34898
722	4.99612
723	5.23025
724	4.65086
725	5.43374
726	5.06054
727	5.08564
728	4.74261
729	4.94702
730	5.36783
731	5.00604
732	4.69657
733	5.18215
734	4.98835
735	4.79972
736	5.03698
737	4.37962
738	5.13759
739	4.83611
740	5.76681
741	6.33546
742	6.84744
743	5.65137
744	6.53165
745	7.18293
746	6.51705
747	6.96498
748	6.34414
749	6.58635
750	7.1315
751	6.47281
752	7.05183
753	6.65489
754	7.14797
755	7.93899
756	6.73178
757	7.70514
758	6.93779
759	6.82575
760	7.4995
761	7.28752
762	7.59586
763	7.63222
764	7.20999
765	7.57411
766	8.18348
767	7.79597
768	7.86336
769	7.85337
770	7.50861
771	7.28678
772	7.94368
773	8.1367
774	7.62375
775	8.03503
776	7.54603
777	8.37416
778	7.49809
779	7.62204
780	8.51585
781	8.0045
782	8.62678
783	8.68821
784	8.16237
785	9.14287
786	8.70001
787	8.97916
788	9.40841
789	9.1282
790	8.19095
791	8.52287
792	9.37432
793	8.39796
794	9.16154
795	9.07204
796	8.93355
797	8.28356
798	9.14936
799	8.89848
800	9.33101
801	9.3072
802	9.20825
803	8.83548
804	9.09737
805	9.20121
806	9.53135
807	9.67439
808	9.57244
809	9.24509
810	9.73069
811	10.0434
812	9.10082
813	9.17961
814	9.38333
815	9.41242
816	10.1517
817	9.72564
818	9.84725
819	9.98964
820	9.80446
821	9.30486
822	10.2326
823	10.1421
824	9.85723
825	10.7305
826	10.5794
827	10.1202
828	10.5423
829	10.7268
830	10.6318
831	10.2769
832	10.2635
833	10.5177
834	11.0181
835	10.6663
836	10.5625
837	10.1293
838	11.3512
839	11.0201
840	11.0458
841	10.1483
842	10.9182
843	11.3589
844	11.2299
845	10.6861
846	10.9993
847	11.5201
848	9.80545
849	12.1401
850	11.5058
851	11.5858
852	11.3229
853	11.0122
854	11.2777
855	11.2875
856	12.0073
857	11.1622
858	11.5092
859	11.4911
860	11.6956
861	11.9069
862	11.8738
863	11.3455
864	11.7096
865	11.7598
866	11.5253
867	11.5764
868	11.5198
869	11.1978
870	11.8738
871	12.2342
872	11.6983
873	11.999
874	12.2122
875	12.1956
876	12.64
877	12.0419
878	12.4121
879	12.3299
880	12.2185
881	11.8156
882	12.1183
883	12.4987
884	11.2881
885	12.1773
886	12.7406
887	13.2142
888	12.2574
889	12.7521
890	11.9759
891	12.5905
892	12.1596
893	12.1823
894	12.5665
895	12.8956
896	13.3556
897	12.8334
898	12.9624
899	13.1383
900	12.8732
901	12.811
902	13.1827
903	12.8254
904	12.6557
905	12.746
906	13.5341
907	13.0186
908	12.4263
909	13.5353
910	12.617
911	13.1394
912	13.2736
913	13.666
914	13.7251
915	13.8049
916	13.3947
917	13.6478
918	13.0913
919	13.4372
920	13.3617
921	12.5398
922	12.2169
923	12.5646
924	12.4241
925	12.1369
926	11.7333
927	12.2791
928	12.5353
929	12.037
930	11.5293
931	12.4399
932	12.7632
933	12.319
934	11.8368
935	11.9947
936	12.0258
937	12.339
938	12.1145
939	12.2855
940	11.9007
941	11.6453
942	11.7786
943	11.7757
944	11.8098
945	11.9553
946	11.3074
947	11.6857
948	11.412
949	12.0157
950	12.0872
951	12.2531
952	11.913
953	10.87
954	11.3934
955	11.8377
956	11.6906
957	11.4415
958	10.9184
959	11.3478
960	11.3881
961	11.315
962	11.4476
963	11.0276
964	12.3979
965	11.4139
966	11.5821
967	11.547
968	11.7094
969	11.7183
970	11.6456
971	10.6725
972	12.0921
973	11.1886
974	11.7542
975	11.4983
976	11.3083
977	10.979
978	11.2827
979	11.2203
980	10.4965
981	11.0042
982	11.302
983	11.6482
984	10.724
985	11.064
986	10.6743
987	11.3988
988	11.2439
989	11.3248
990	11.6546
991	11.0317
992	10.8923
993	9.94662
994	11.784
995	10.758
996	11.2944
997	11.212
998	11.3819
999	10.7518
1000	11.3215
1001	10.4451
1002	11.2229
1003	10.7531
1004	10.5696
1005	10.9546
1006	10.3769
1007	10.3186
1008	10.5634
1009	10.8878
1010	10.8302
1011	10.3962
1012	10.9647
1013	10.9945
1014	10.8758
1015	11.0541
1016	11.0277
1017	10.1549
1018	10.419
1019	11.1029
1020	11.3002
1021	10.5568
1022	10.5931
1023	10.9426
1024	10.2852
1025	10.5383
1026	10.6838
1027	10.704
1028	10.4345
1029	10.3244
1030	10.4111
1031	10.3071
1032	10.4752
1033	10.0111
1034	10.4001
1035	10.4671
1036	9.97769
1037	10.1946
1038	10.3907
1039	10.1015
1040	10.0249
1041	10.2174
1042	10.2358
1043	9.48027
1044	10.1559
1045	10.4926
1046	10.0346
1047	9.84698
1048	10.4854
1049	10.2119
1050	10.3735
1051	9.79043
1052	10.3185
1053	10.4004
1054	10.6534
1055	9.87097
1056	9.58545
1057	10.0271
1058	10.5827
1059	9.8907
1060	10.0493
1061	10.0126
1062	10.3265
1063	9.71705
1064	10.3058
1065	10.8212
1066	10.4765
1067	10.4879
1068	10.3295
1069	9.978
1070	9.31308
1071	9.64482
1072	9.78546
1073	9.16822
1074	8.87518
1075	10.0964
1076	9.68424
1077	9.97738
1078	10.0686
1079	10.3786
1080	10.1703
1081	9.89751
1082	9.18659
1083	9.18211
1084	9.77915
1085	8.73148
1086	9.60533
1087	9.19232
1088	9.89286
1089	8.82937
1090	9.80241
1091	9.76701
1092	9.03086
1093	9.45466
1094	9.38197
1095	9.80698
1096	8.88975
1097	9.49758
1098	9.32482
1099	8.55648
1100	10.9001
1101	10.9653
1102	10.8876
1103	11.6961
1104	11.6262
1105	11.1023
1106	11.1209
1107	11.7372
1108	11.607
1109	12.3427
1110	12.365
1111	12.7027
1112	12.6017
1113	12.1973
1114	12.489
1115	11.908
1116	12.0959
1117	12.8494
1118	12.7069
1119	12.1122
1120	12.4414
1121	12.9965
1122	12.6408
1123	12.9345
1124	13.2961
1125	12.7189
1126	13.1148
1127	13.0085
1128	13.8341
1129	12.9886
1130	13.1705
1131	13.4829
1132	13.6352
1133	14.1758
1134	14.2243
1135	13.4815
1136	14.5457
1137	13.9573
1138	14.5784
1139	13.6422
1140	14.3614
1141	14.6947
1142	15.1427
1143	14.9323
1144	15.0586
1145	14.3787
1146	14.3503
1147	14.2808
1148	15.1696
1149	14.8935
1150	14.918
1151	15.0717
1152	14.5741
1153	14.8805
1154	15.7729
1155	15.3044
1156	15.8397
1157	15.3636
1158	16.0232
1159	15.2495
1160	15.9347
1161	16.2374
1162	16.1293
1163	16.0916
1164	15.3756
1165	15.6779
1166	15.8623
1167	16.3418
1168	15.9372
1169	16.848
1170	16.5888
1171	16.0935
1172	15.3807
1173	16.5082
1174	16.6283
1175	17.2486
1176	16.6127
1177	17.1657
1178	16.7484
1179	17.3842
1180	17.3928
1181	16.6031
1182	16.6658
1183	17.0985
1184	17.4909
1185	17.1705
1186	18.1261
1187	17.4774
1188	17.4666
1189	17.7298
1190	17.721
1191	17.3166
1192	17.396
1193	17.7691
1194	17.7827
1195	17.7806
1196	17.7877
1197	18.0355
1198	18.0455
1199	19.0445
1200	17.8678
1201	18.6705
1202	17.9022
1203	18.1258
1204	18.2712
1205	18.0129
1206	18.5261
1207	18.7746
1208	18.4493
1209	18.0896
1210	18.5186
1211	19.2782
1212	18.1852
1213	18.7546
1214	18.7128
1215	18.4462
1216	19.1623
1217	18.6852
1218	18.8582
1219	18.168
1220	19.0229
1221	19.1764
1222	19.4602
1223	19.2296
1224	19.5736
1225	19.1296
1226	19.5618
1227	19.3114
1228	19.6
1229	19.1924
1230	19.2248
1231	19.6467
1232	19.9856
1233	19.6137
1234	19.3754
1235	19.4998
1236	19.9217
1237	19.8613
1238	20.1383
1239	19.3926
1240	20.5438
1241	19.8236
1242	19.8747
1243	19.9952
1244	20.5726
1245	20.3446
1246	20.1845
1247	19.7109
1248	20.0112
1249	20.43
1250	20.1854
1251	20.2346
1252	20.3368
1253	20.5463
1254	20.8184
1255	20.4557
1256	20.3857
1257	20.5505
1258	20.4306
1259	20.8876
1260	20.6839
1261	20.9404
1262	21.3104
1263	20.6185
1264	21.3809
1265	21.2236
1266	21.0936
1267	20.7315
1268	21.7389
1269	21.1041
1270	21.1599
1271	21.8622
1272	21.3353
1273	21.3381
1274	21.2092
1275	21.7926
1276	21.4306
1277	21.28
1278	21.8616
1279	21.409
1280	21.1609
1281	19.5427
1282	19.9574
1283	19.6289
1284	19.8534
1285	19.562
1286	19.6514
1287	19.0398
1288	20.0007
1289	20.1781
1290	19.4187
1291	19.0706
1292	20.0321
1293	19.6152
1294	19.6434
1295	19.2746
1296	19.763
1297	19.3349
1298	19.1568
1299	19.1405
1300	19.7461
1301	19.3664
1302	19.4833
1303	19.5201
1304	18.8283
1305	19.1269
1306	18.8333
1307	19.107
1308	18.3766
1309	18.8971
1310	18.8461
1311	18.5048
1312	19.1054
1313	19.1954
1314	19.0238
1315	19.0553
1316	18.8876
1317	18.7352
1318	18.9726
1319	18.5799
1320	18.514
1321	18.2638
1322	18.8082
1323	18.9819
1324	18.6183
1325	18.6343
1326	18.8717
1327	18.933
1328	18.8469
1329	18.1768
1330	18.5305
1331	18.5515
1332	18.5029
1333	18.3909
1334	18.3445
1335	18.5935
1336	18.0657
1337	18.4136
1338	17.9938
1339	18.2467
1340	18.3283
1341	17.9723
1342	18.0879
1343	18.5094
1344	18.3218
1345	18.3568
1346	17.9799
1347	18.5044
1348	18.2124
1349	18.1982
1350	18.0324
1351	17.693
1352	17.7906
1353	17.9755
1354	17.4469
1355	17.6989
1356	17.8174
1357	17.8767
1358	17.7695
1359	17.773
1360	17.8163
1361	17.6362
1362	17.6933
1363	17.8819
1364	17.9323
1365	17.4747
1366	17.7055
1367	17.8716
1368	17.7624
1369	16.9356
1370	17.0647
1371	16.963
1372	17.1066
1373	17.56
1374	17.5119
1375	17.8083
1376	17.3713
1377	17.0175
1378	16.6743
1379	16.8464
1380	17.4147
1381	17.2832
1382	17.3781
1383	16.5842
1384	17.1584
1385	16.8948
1386	17.2093
1387	16.9741
1388	16.6845
1389	17.0538
1390	17.1392
1391	17.726
1392	15.9019
1393	17.0413
1394	16.6514
1395	16.7133
1396	16.3533
1397	17.1003
1398	16.5953
1399	16.113
1400	16.5719
1401	16.0401
1402	16.2526
1403	16.6408
1404	16.8163
1405	17.1732
1406	16.9453
1407	16.3952
1408	16.0325
1409	16.1922
1410	16.386
1411	16.1889
1412	16.5166
1413	16.124
1414	16.3481
1415	16.2733
1416	16.7221
1417	15.8042
1418	15.9377
1419	15.4713
1420	16.0448
1421	15.9192
1422	16.4131
1423	15.6233
1424	15.9161
1425	16.1732
1426	15.5229
1427	16.3144
1428	15.7252
1429	15.6777
1430	15.8967
1431	16.0853
1432	15.5964
1433	15.1602
1434	15.9225
1435	15.4388
1436	15.3653
1437	15.7376
1438	15.7298
1439	15.8947
1440	16.1356
1441	15.0992
1442	15.4775
1443	15.4724
1444	15.4863
1445	15.831
1446	15.0726
1447	15.7356
1448	15.2592
1449	16.1028
1450	14.9948
1451	16.0423
1452	15.7822
1453	15.4018
1454	15.3962
1455	15.3524
1456	15.3358
1457	15.1682
1458	14.517
1459	15.332
1460	17.4109
1461	17.2454
1462	17.9939
1463	17.8298
1464	17.6054
1465	17.736
1466	17.8849
1467	18.6743
1468	18.1711
1469	18.1928
1470	19.1145
1471	18.6061
1472	18.4996
1473	19.0124
1474	18.9641
1475	19.2347
1476	19.147
1477	19.4701
1478	19.668
1479	19.9301
1480	19.3076
1481	20.0057
1482	20.1602
1483	20.1613
1484	20.0361
1485	20.8116
1486	20.4495
1487	20.6423
1488	20.659
1489	21.3748
1490	21.2796
1491	20.8631
1492	20.6095
1493	21.4047
1494	21.1573
1495	21.2053
1496	21.7758
1497	21.841
1498	22.0176
1499	22.2721
1500	21.4724
1501	21.3455
1502	22.0196
1503	22.102
1504	22.4732
1505	22.971
1506	22.6575
1507	22.687
1508	22.8968
1509	22.8131
1510	22.8314
1511	23.4517
1512	23.1217
1513	22.6918
1514	23.4779
1515	22.9943
1516	22.6815
1517	23.7864
1518	23.3867
1519	23.2265
1520	24.3487
1521	23.6617
1522	24.1555
1523	24.4706
1524	24.2701
1525	24.3841
1526	24.1653
1527	24.0312
1528	24.8257
1529	24.1112
1530	24.6652
1531	24.152
1532	24.989
1533	24.915
1534	24.4982
1535	24.5859
1536	24.962
1537	25.1948
1538	25.7904
1539	25.1415
1540	25.5688
1541	25.0433
1542	25.4743
1543	24.9847
1544	24.8911
1545	25.6987
1546	25.1886
1547	25.4596
1548	25.2758
1549	25.7034
1550	26.357
1551	26.0472
1552	25.8467
1553	25.7662
1554	26.2574
1555	26.0959
1556	26.5259
1557	25.9505
1558	26.557
1559	26.3139
1560	26.6215
1561	26.6441
1562	27.0994
1563	26.2354
1564	26.9834
1565	26.6351
1566	26.5535
1567	26.6084
1568	27.0285
1569	27.0502
1570	27.0506
1571	27.0543
1572	26.5395
1573	26.757
1574	27.5594
1575	27.7011
1576	27.0733
1577	26.7279
1578	27.0538
1579	27.9564
1580	27.0872
1581	27.9365
1582	27.7989
1583	27.9786
1584	27.4992
1585	28.1542
1586	27.8997
1587	27.8306
1588	27.6624
1589	27.3659
1590	27.9532
1591	27.7283
1592	27.8672
1593	28.1172
1594	28.0125
1595	28.3927
1596	28.0339
1597	28.2851
1598	28.5087
1599	28.1799
1600	28.6286
1601	28.2755
1602	28.6389
1603	29.4813
1604	28.3705
1605	28.577
1606	28.0475
1607	27.8544
1608	28.8588
1609	28.7748
1610	28.7137
1611	29.321
1612	28.6473
1613	29.444
1614	29.2842
1615	28.7908
1616	28.8795
1617	28.5749
1618	28.7605
1619	28.7605
1620	28.7148
1621	29.5508
1622	28.7399
1623	29.3539
1624	28.8627
1625	29.6053
1626	29.2467
1627	29.3111
1628	29.5509
1629	29.7202
1630	28.5738
1631	29.6828
1632	29.7947
1633	29.3441
1634	29.1619
1635	29.7546
1636	29.1541
1637	29.035
1638	30.0032
1639	29.6525
1640	29.9638
1641	27.8418
1642	27.2701
1643	27.0471
1644	27.7903
1645	27.9652
1646	27.7324
1647	27.766
1648	27.0963
1649	27.3219
1650	27.0891
1651	27.0664
1652	27.2262
1653	27.253
1654	27.1314
1655	26.8122
1656	26.7772
1657	27.0867
1658	27.5849
1659	26.8032
1660	27.0562
1661	27.0865
1662	27.1693
1663	26.3422
1664	27.1729
1665	26.864
1666	26.6528
1667	26.5808
1668	26.0319
1669	26.6164
1670	25.7593
1671	26.5457
1672	26.3512
1673	26.6369
1674	26.1966
1675	25.8252
1676	26.2642
1677	26.2327
1678	25.809
1679	25.7234
1680	26.245
1681	26.2532
1682	25.8144
1683	25.4736
1684	25.5465
1685	26.1079
1686	26.0636
1687	26.2221
1688	25.7133
1689	25.4876
1690	26.158
1691	25.0534
1692	25.4062
1693	25.314
1694	24.8409
1695	25.7616
1696	25.6471
1697	26.1371
1698	25.8268
1699	25.68
1700	25.0557
1701	24.9674
1702	25.568
1703	25.7409
1704	24.615
1705	25.4664
1706	25.8126
1707	25.1181
1708	24.9063
1709	24.9018
1710	25.0307
1711	24.5612
1712	24.7478
1713	25.4421
1714	24.5483
1715	24.5686
1716	24.7729
1717	24.1317
1718	24.6373
1719	24.3749
1720	24.066
1721	24.3873
1722	24.2986
1723	24.3859
1724	24.2183
1725	24.626
1726	23.919
1727	24.3408
1728	24.3474
1729	24.4514
1730	24.3311
1731	24.4484
1732	23.95
1733	23.7556
1734	24.5019
1735	23.9763
1736	23.3431
1737	23.6535
1738	23.5856
1739	23.8525
1740	23.887
1741	22.7914
1742	23.474
1743	23.6632
1744	23.7047
1745	23.6188
1746	23.9947
1747	23.3475
1748	23.4408
1749	23.5208
1750	23.2919
1751	23.4589
1752	23.6472
1753	23.4885
1754	23.6187
1755	23.5294
1756	23.6659
1757	22.5179
1758	23.3654
1759	22.6419
1760	22.7459
1761	22.8915
1762	22.6619
1763	23.5483
1764	22.5112
1765	22.5037
1766	22.1969
1767	23.0012
1768	22.5175
1769	22.7752
1770	22.6731
1771	22.7315
1772	23.0144
1773	22.5506
1774	22.6301
1775	22.422
1776	22.0468
1777	22.6826
1778	22.3773
1779	22.5622
1780	22.7625
1781	22.4256
1782	22.8792
1783	22.2527
1784	22.31
1785	22.0747
1786	22.2229
1787	21.9562
1788	22.4651
1789	22.4553
1790	21.5085
1791	22.0965
1792	21.9624
1793	21.4613
1794	22.0045
1795	22.031
1796	22.2987
1797	22.2811
1798	21.8447
1799	21.6619
1800	21.8987
1801	21.7681
1802	21.5558
1803	20.8626
1804	21.5898
1805	21.7877
1806	21.5951
1807	21.6998
1808	21.6736
1809	20.898
1810	21.2253
1811	20.9932
1812	20.799
1813	20.7502
1814	21.7826
1815	21.5091
1816	20.9704
1817	21.7904
1818	21.2491
1819	21.0522
1820	21.0543
1821	21.1027
1822	21.0382
1823	21.0016
1824	20.8585
1825	21.1251
1826	21.2964
1827	21.6864
1828	20.687
1829	21.285
1830	21.2581
1831	20.9395
1832	21.4549
1833	21.1307
1834	20.6916
1835	20.3191
1836	20.3946
1837	20.4039
1838	20.7655
1839	20.643
1840	20.2557
1841	19.9189
1842	20.802
1843	19.7103
1844	21.1623
1845	20.2991
1846	20.663
1847	20.1256
1848	19.7998
1849	20.0516
1850	20.5535
1851	19.8825
1852	19.9349
1853	19.8224
1854	20.4788
1855	19.9498
1856	19.7497
1857	20.289
1858	19.4724
1859	19.9741
1860	19.9592
1861	20.4169
1862	19.3102
1863	20.2384
1864	19.5661
1865	19.9344
1866	19.1595
1867	20.4892
1868	19.5015
1869	19.6546
1870	20.0519
1871	19.0236
1872	20.1552
1873	19.7261
1874	19.5468
1875	19.3777
1876	19.8871
1877	19.3645
1878	19.4658
1879	19.8334
1880	19.3059
1881	19.6299
1882	19.7539
1883	18.7599
